Code;Brand;Name;Address;Zip;City;Latitude;Longitude;Visa;Mastercard;Amex;Dinersclub;Eurotrafic;GR Actys Eurotrafic;GR Netherlands;Jubileo;Bank Card;DKV;UTA;Carte Club TOTAL;Super Ethanol e85;sp95;sp95 performance;sp95 e10;Optane Evolution 95;sp98;sp98 performance;Excellium 98;Optane Evolution 98;Gasoil;Diesel Excelan;Excellium diesel;Diesel Evolution;Lpg;AdBlue;GNR;AVGAS 100 LL;Gas Bottled;Fuel Automate;Shop;Coffee Corner;Bakerie;Sandwitcherie;BDGrill;Crocade;Baby Kit;Car Wash;Car Wash HP;Car Maintenance;Tyre Center;Truck Station;Vacuum;Diesel Premier;Gasoil Performance;Total Fioul Premier;Highway;FreeWifi;Car Wash Lotus;Car Wash Osmos;Tyre Pressure
NF004332;TOTAL;STE D'EXPLOITATION DES ETS ALLART;11 AVENUE DE LA GARE;2210;OULCHY LE CHATEAU;49.202;3.36491;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF004322;TOTAL;SARL COURTISOLS AUTO;68 ROUTE NATIONALE;51460;COURTISOLS;48.984841;4.487796;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF004488;TOTAL Access;ATELIERS CAUGANT SA;ANGLE BD EUROPE/AV.LE GORGEU;29200;BREST;48.41047;-4.515529;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF004859;TOTAL;SARL LE RELAIS DE PARIS;213 BOULEVARD GAMBETTA;2700;CONDREN;49.650776;3.281168;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF004627;TOTAL;SARL GARAGE CARPIN;ROUTE DE CAEN;14350;ST MARTIN D.BESACES;49.01107;-0.851094;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF004445;TOTAL;SARL GORRON AUTOMOBILES;ROUTE D'AMBRIERES;53120;GORRON;48.410726;-0.808622;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no
NF005236;TOTAL;GGE VIVES ALAIN;83 RUE ALFRED DOURY;8310;JUNIVILLE;49.39816;4.378327;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF005209;TOTAL;SAS GARAGE BARROT;RD 120;39210;DOMBLANS;46.763072;5.598785;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no
NF004903;ELAN;EURL VIRLOGEUX;LES VIGNES;3160;YGRANDE;46.55355;2.950124;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF007086;TOTAL Access;RELAIS STE MARGUERITE GRENOBLE;280 ROUTE DE GRENOBLE;6200;NICE;43.68769;7.197317;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF006891;TOTAL;LIBOURNE FAYAT;AVENUE DU GAL DE GAULLE-BP 16;33502;LIBOURNE CEDEX;44.897719;-0.208757;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no
NF007098;TOTAL;REL.PLOUGOUMELEN;RN 165 - AIRE DE PLOUGOUMELEN;56400;PLOUGOUMELEN;47.665098;-2.904295;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;yes;no;yes;yes;no;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF006784;TOTAL;REL.PARIS PTE ST CLOUD;2 AV DE LA PORTE DE ST CLOUD;75016;PARIS;48.838668;2.253513;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no
NF007060;TOTAL;REL.RUNGIS DELTA;A106 - AIRE RUNGIS DELTA PONDORLY;94150;RUNGIS;48.758095;2.34749;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;yes;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;yes;no;yes;no;yes
NF007010;TOTAL;SAS LACHAUD ET FILS;Z.I DE CHAULAUDRE;19300;EGLETONS;45.398284;2.036185;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;yes;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no
NF007167;TOTAL;M.MICHEL BERAUD;RN 208;4370;VILLARS COLMARS;44.16142;6.606919;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no
NF007447;TOTAL Access;RELAIS LA ROCHETTE MELUN;27 BIS AVENUE DU GENERAL LECLERC. RD606;77000;LA ROCHETTE;48.52273;2.65388;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;no
NF007451;TOTAL;REL.LES TERRES DE GRAVES SUD;A62 - AIRE DES TERRES DE GRAVES SUD;33720;PODENSAC;44.646637;-0.437118;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;no;no;no;yes
NF007400;TOTAL Access;RELAIS CHAMPRADET;94 AVENUE DU PUY DE DOME;63000;CLERMONT FERRAND;45.788205;3.056444;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF007387;TOTAL Access;REL.ST CLOUD DASSAULT;65 QUAI MARCEL DASSAULT;92210;SAINT CLOUD;48.854905;2.222388;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF007670;TOTAL;RELAIS OZOIR LA FERRIERE;RN4 LIEUDIT L ERABLE;77330;OZOIR LA FERRIERE;48.76658;2.65227;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF007653;TOTAL;RELAIS GENECH A;A23 - AIRE DE GENECH;59242;GENECH;50.518711;3.204924;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF007544;TOTAL;EURL CAZARD ERIC;PUECH LABROUSSIE;46210;LATRONQUIERE;44.7983;2.07806;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF007534;ELAN;ALLY AUTOMOBILES;Le Bourg;15700;ALLY;45.17226;2.310283;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF000391;TOTAL Access;RELAIS LES TROIS MARCHES;ROUTE DE LORIENT;35132;VEZIN LE COQUET;48.105148;-1.74325;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF000124;TOTAL Access;RELAIS ST CHAMOND;14 QUAI DE LA RIVE RN88;42400;ST CHAMOND;45.4788;4.51791;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;no
NF009319;TOTAL;RELAIS D'IFS;389  RUE DE CAEN;14123;IFS;49.1562;-0.345285;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;yes;yes
NF001224;TOTAL;SARL ETABLISSEMENTS ORY;27 RUE DES ETATS UNIS;55500;LIGNY EN BARROIS;48.687485;5.320905;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF001228;TOTAL;RELAIS BAYARD;RTE DE LAFRANCHEVILLE;8000;CHARLEVILLE MEZIERES;49.739921;4.724633;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF010177;TOTAL;SARL ETS TROLLE;48 RUE NOTRE DAME;59190;HAZEBROUCK;50.728437;2.542866;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no
NF001753;TOTAL;LE CLAIR FONTAINE 1;73 HAMEAU CHAUSSEE DE FONTAINE;2140;FONTAINE LES VERVINS;49.842226;3.905758;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no
NF002232;TOTAL;SA SAJA GGE DE L EXTENSION EST;31 AVENUE JEAN HEMERY;89300;JOIGNY;47.977741;3.410614;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF003097;TOTAL Access;RELAIS ST PRIEST MI-PLAINE;ROUTE DE GRENOBLE- RN6 259;69800;SAINT PRIEST;45.71805;4.952763;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF003252;TOTAL Access;RELAIS PAU JURANCON;RN134 18 AV HENRI 4 SS PAU JURANC;64110;JURANCON;43.285808;-0.383121;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;no;yes;yes
NF003077;TOTAL;M. CHOUCHANE PHILIPPE;12 AVENUE DE BEZIERS;34450;VIAS;43.31368;3.417595;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no
NF003121;TOTAL;RELAIS STE CROIX;QUARTIER STE CROIX;13260;CASSIS;43.22135;5.543567;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF006351;TOTAL;SARL ETS BORDONI ET CIE;12 RUE DU MARABOUT;57270;RICHEMONT;49.29799;6.164759;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;yes;no;no
NF006493;TOTAL Access;RELAIS SOLTERRE LA COMMODITE;63 RN 7;45700;SOLTERRE;47.912053;2.735046;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF006372;TOTAL;RELAIS TOURS SAINTE RADEGONDE;45 QUAI DE MARMOUTIER;37100;TOURS;47.40418;0.72639;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF006555;TOTAL;RELAIS PANTIN LOLIVE;112 AVENUE JEAN LOLIVE;93500;PANTIN;48.8926;2.41067;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;no;no;yes
NF000239;TOTAL;SARL BIROT RAYMOND;131 AVENUE LUCIEN GALTIER.;12400;SAINT AFFRIQUE;43.957193;2.874801;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF010008;TOTAL;RELAIS DES PONCHES;214 AV. FREDERIC MISTRAL;4100;MANOSQUE;43.823425;5.787478;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF009920;TOTAL;SARL GARAGE CHARPENTIER;43 AVENUE DE TALHOUET;72800;LE LUDE;47.6467;0.145966;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no
NF009812;TOTAL;SARL BIERES DE RE;CD 201;17740;STE MARIE DE RE;46.15841;-1.324225;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no
NF007705;TOTAL Access;RELAIS LE CANNET LA FRAYERE;24 BOULEVARD JEAN MOULIN;6110;LE CANNET;43.56249;6.966581;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF007672;TOTAL;SARL SEMAC 1 SENLIS;DEVIATION NORD DE SENLIS;60300;CHAMANT;49.220825;2.593287;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF007573;TOTAL;M. TAFANI JOSEPH;LES SEPT CHEMINS RN.86;69390;VOURLES;45.65769;4.751397;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF007676;TOTAL;SARL SOGEDAT;87 AV DU GAL DE GAULLE;21110;GENLIS;47.233635;5.231446;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no
NF007724;TOTAL Access;RELAIS LE MEE S.SEINE COURTILLE;AVENUE MAURICE DAUVERGNE;77350;LE MEE SUR SEINE;48.5433;2.63264;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;yes;no;yes
NF007742;TOTAL;RELAIS DE GAULLE;702 AVENUE GENERAL DE GAULLE;6700;ST LAURENT DU VAR;43.668653;7.192184;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF009208;TOTAL;RELAIS VELIZY;A86 - AIRE DE VELIZY OUEST;78140;VELIZY VILLACOUBLAY;48.781431;2.172234;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF007722;TOTAL;SARL MCVA;CARREFOUR FELIX GOUIN;13800;ISTRES;43.49954;4.985621;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;yes;no;no
NF007540;TOTAL Access;RELAIS ORSAY LES ULIS 2;4 AV DE L'OCEANIE - ZAC COURTABOEUF;91940;LES ULIS;48.67737;2.198299;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no
NF007550;TOTAL;S.A.S FORMENTY;ROUTE DU BARCARES;66250;ST LAURENT DE LA SALANQUE;42.772602;3.000682;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;yes;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no
NF007558;TOTAL Access;RELAIS CHAMPAGNE LES FOSSES;RN 23 - LES FOSSES;72470;CHAMPAGNE;48.01579;0.328326;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF007571;TOTAL;GUEUDET AUTO NORMANDIE;ZONE INDUSTRIELLE CD 579;14130;PONT L'EVEQUE;49.289419;0.193942;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF002877;TOTAL Access;RELAIS TREMBLAY EN FRANCE;62-68 ROUTE DES PETITS PONTS;93290;TREMBLAY EN FRANCE;48.963785;2.564635;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;yes;no;no
NF002648;TOTAL Access;RELAIS SALAISE SUR SANNE;601 ROUTE NATIONALE 7;38150;SALAISE SUR SANNE;45.32575;4.807148;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF011224;TOTAL;EURL ROVA;1030 AVENUE THEO LUCE- ROUTE DE MONTPELLIER;34130;MAUGUIO;43.618431;3.9884;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;yes;no;no
NF002875;TOTAL Access;RELAIS STAINS MARCEL CACHIN;17 AVENUE MARCEL CACHIN;93240;STAINS;48.9573;2.38258;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF010520;TOTAL Access;RELAIS ENGOULEVENTS;ROUTE DE PARIS RN 118;91400;SACLAY;48.735816;2.174393;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF011209;TOTAL;RELAIS DE LA BISE;RD 2562 AV. BOUTIGNY;6530;PEYMEINADE;43.64021;6.877425;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF010451;TOTAL;LAGARDE VICHY VERNET;57 AVENUE POINTCARE;3200;VICHY;46.115887;3.437924;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF003423;TOTAL;RELAIS ST GERMAIN EN LAYE ROOSEVELT;122 AV.DU PRESIDENT ROOSEVELT;78100;SAINT GERMAIN EN LAYE;48.899653;2.075594;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;yes;yes
NF003748;TOTAL Access;RELAIS ST GAUDENS EST;80 BIS AVENUE FRANCOIS MITTERRAND;31800;ST GAUDENS;43.110617;0.736786;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;no;no;no
NF004129;TOTAL;SAS PEYROT ET FILS;AVENUE DU GENERAL LECLERC RN 113;11000;CARCASSONNE;43.207087;2.385869;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no
NF003462;TOTAL;EURL QUINCIEUX SERVICE AUTO;1 RUE DE LA REPUBLIQUE;69650;QUINCIEUX;45.916676;4.775734;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no
NF003437;TOTAL Access;RELAIS MASSY MONTSOURIS;40 ROUTE DE PALAISEAU;91300;MASSY;48.728265;2.245449;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF003847;TOTAL;RELAIS DE CUSTINES;41 RUE DU GAL LECLERC;54670;CUSTINES;48.792845;6.145033;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF003600;TOTAL;SARL CESARI;ALLEE DES CHENES;20170;LEVIE;41.70608;9.1287;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF014116;ELAN;EURL MASSOULARD;FOUGERES;79160;BECELEUF;46.476009;-0.492572;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
